adm2,group,phase,group_name,total_eligible
1119,9,U,Incarcerated,81
1119,10,U,Young adults,3267
1119,11,U,Children,2522
1119,12,U,Critical risk workers-2,333
1121,0,1a,High risk workers,2594
1121,1,1a,Older adults,802
1121,2,1b,Critical risk workers-1,2277
1121,3,1b,Teachers,1863
1121,4,1b,First responders,1149
1121,5,1c,Ppl w. significant comorbid cond.,11324
1121,6,1c,Ppl w. moderate comorbid cond.,25205
1121,7,1c,All older adults,13757
1121,8,U,Ppl in homeless shelters,148
1121,9,U,Incarcerated,1239
1121,10,U,Young adults,12238
1121,11,U,Children,17348
1121,12,U,Critical risk workers-2,9714
1123,0,1a,High risk workers,1807
1123,1,1a,Older adults,845
1123,2,1b,Critical risk workers-1,1092
1123,3,1b,Teachers,908
1123,4,1b,First responders,565
1123,5,1c,Ppl w. significant comorbid cond.,4966
1123,6,1c,Ppl w. moderate comorbid cond.,11053
1123,7,1c,All older adults,8274
1123,8,U,Ppl in homeless shelters,49
1123,9,U,Incarcerated,497
1123,10,U,Young adults,5647
1123,11,U,Children,8574
1123,12,U,Critical risk workers-2,2394
1125,0,1a,High risk workers,11502
1125,1,1a,Older adults,1926
1125,2,1b,Critical risk workers-1,7606
1125,3,1b,Teachers,5468
1125,4,1b,First responders,1119
1125,5,1c,Ppl w. significant comorbid cond.,23196
1125,6,1c,Ppl w. moderate comorbid cond.,51629
1125,7,1c,All older adults,25685
1125,8,U,Ppl in homeless shelters,752
1125,9,U,Incarcerated,1649
1125,10,U,Young adults,52698
1125,11,U,Children,43176
1125,12,U,Critical risk workers-2,24689
1127,0,1a,High risk workers,3523
1127,1,1a,Older adults,773
1127,2,1b,Critical risk workers-1,1784
1127,3,1b,Teachers,1669
1127,4,1b,First responders,882
1127,5,1c,Ppl w. significant comorbid cond.,8403
1127,6,1c,Ppl w. moderate comorbid cond.,18704
1127,7,1c,All older adults,12024
1127,8,U,Ppl in homeless shelters,188
1127,9,U,Incarcerated,671
1127,10,U,Young adults,9119
1127,11,U,Children,14353
1127,12,U,Critical risk workers-2,3726
1129,0,1a,High risk workers,390
1129,1,1a,Older adults,234
1129,2,1b,Critical risk workers-1,453
1129,3,1b,Teachers,429
1129,4,1b,First responders,192
1129,5,1c,Ppl w. significant comorbid cond.,2193
1129,6,1c,Ppl w. moderate comorbid cond.,4882
1129,7,1c,All older adults,3038
1129,8,U,Ppl in homeless shelters,6
1129,9,U,Incarcerated,102
1129,10,U,Young adults,2227
1129,11,U,Children,3703
1129,12,U,Critical risk workers-2,574
1131,0,1a,High risk workers,330
1131,1,1a,Older adults,137
1131,2,1b,Critical risk workers-1,311
1131,3,1b,Teachers,268
1131,4,1b,First responders,156
1131,5,1c,Ppl w. significant comorbid cond.,1503
1131,6,1c,Ppl w. moderate comorbid cond.,3344
1131,7,1c,All older adults,1985
1131,9,U,Incarcerated,92
1131,10,U,Young adults,1612
1131,11,U,Children,2642
1131,12,U,Critical risk workers-2,252
1133,0,1a,High risk workers,910
1133,1,1a,Older adults,230
1133,2,1b,Critical risk workers-1,815
1133,3,1b,Teachers,624
1133,4,1b,First responders,304
1133,5,1c,Ppl w. significant comorbid cond.,3085
1133,6,1c,Ppl w. moderate comorbid cond.,6867
1133,7,1c,All older adults,5027
1133,8,U,Ppl in homeless shelters,40
1133,9,U,Incarcerated,230
1133,10,U,Young adults,2972
1133,11,U,Children,4992
1133,12,U,Critical risk workers-2,961
2013,0,1a,High risk workers,20
2013,1,1a,Older adults,7
2013,2,1b,Critical risk workers-1,2153
2013,3,1b,Teachers,81
2013,4,1b,First responders,41
2013,5,1c,Ppl w. significant comorbid cond.,352
2013,6,1c,Ppl w. moderate comorbid cond.,784
2013,7,1c,All older adults,301
2013,9,U,Incarcerated,3
2013,10,U,Young adults,577
2013,11,U,Children,488
2013,12,U,Critical risk workers-2,44
2016,0,1a,High risk workers,81
2016,1,1a,Older adults,35
2016,2,1b,Critical risk workers-1,310
2016,3,1b,Teachers,109
2016,4,1b,First responders,95
2016,5,1c,Ppl w. significant comorbid cond.,586
2016,6,1c,Ppl w. moderate comorbid cond.,1303
2016,7,1c,All older adults,334
2016,8,U,Ppl in homeless shelters,25
2016,10,U,Young adults,1173
2016,11,U,Children,963
2016,12,U,Critical risk workers-2,188
2020,0,1a,High risk workers,19702
2020,1,1a,Older adults,3579
2020,2,1b,Critical risk workers-1,15420
2020,3,1b,Teachers,8368
2020,4,1b,First responders,1972
2020,5,1c,Ppl w. significant comorbid cond.,25887
2020,6,1c,Ppl w. moderate comorbid cond.,57619
2020,7,1c,All older adults,29492
2020,8,U,Ppl in homeless shelters,2398
2020,9,U,Incarcerated,489
2020,10,U,Young adults,58023
2020,11,U,Children,73197
2020,12,U,Critical risk workers-2,23702
2050,0,1a,High risk workers,142
2050,1,1a,Older adults,486
2050,2,1b,Critical risk workers-1,1180
2050,3,1b,Teachers,1398
2050,4,1b,First responders,197
2050,5,1c,Ppl w. significant comorbid cond.,1716
2050,6,1c,Ppl w. moderate comorbid cond.,3820
2050,7,1c,All older adults,1284
2050,8,U,Ppl in homeless shelters,50
2050,9,U,Incarcerated,35
2050,10,U,Young adults,3417
2050,11,U,Children,6447
2050,12,U,Critical risk workers-2,540
2060,0,1a,High risk workers,4
2060,1,1a,Older adults,4
2060,2,1b,Critical risk workers-1,44
2060,3,1b,Teachers,22
2060,4,1b,First responders,18
2060,5,1c,Ppl w. significant comorbid cond.,90
2060,6,1c,Ppl w. moderate comorbid cond.,200
2060,7,1c,All older adults,85
2060,9,U,Incarcerated,6
2060,10,U,Young adults,103
2060,11,U,Children,194
2060,12,U,Critical risk workers-2,27
2068,0,1a,High risk workers,14
2068,1,1a,Older adults,4
2068,2,1b,Critical risk workers-1,26
2068,3,1b,Teachers,56
2068,4,1b,First responders,2
2068,5,1c,Ppl w. significant comorbid cond.,214
2068,6,1c,Ppl w. moderate comorbid cond.,477
2068,7,1c,All older adults,162
2068,10,U,Young adults,497
2068,11,U,Children,257
2068,12,U,Critical risk workers-2,68
2070,0,1a,High risk workers,115
2070,1,1a,Older adults,118
2070,2,1b,Critical risk workers-1,125
2070,3,1b,Teachers,118
2070,4,1b,First responders,49
2070,5,1c,Ppl w. significant comorbid cond.,489
2070,6,1c,Ppl w. moderate comorbid cond.,1089
2070,7,1c,All older adults,430
2070,8,U,Ppl in homeless shelters,15
2070,9,U,Incarcerated,10
2070,10,U,Young adults,929
2070,11,U,Children,1536
2070,12,U,Critical risk workers-2,145
2090,0,1a,High risk workers,3989
2090,1,1a,Older adults,1005
2090,2,1b,Critical risk workers-1,3527
2090,3,1b,Teachers,2798
2090,4,1b,First responders,202
2090,5,1c,Ppl w. significant comorbid cond.,8639
2090,6,1c,Ppl w. moderate comorbid cond.,19229
2090,7,1c,All older adults,9124
2090,8,U,Ppl in homeless shelters,344
2090,9,U,Incarcerated,164
2090,10,U,Young adults,23838
2090,11,U,Children,24155
2090,12,U,Critical risk workers-2,6375
2100,0,1a,High risk workers,41
2100,1,1a,Older adults,59
2100,2,1b,Critical risk workers-1,88
2100,3,1b,Teachers,64
2100,4,1b,First responders,25
2100,5,1c,Ppl w. significant comorbid cond.,234
2100,6,1c,Ppl w. moderate comorbid cond.,522
2100,7,1c,All older adults,614
2100,8,U,Ppl in homeless shelters,4
2100,9,U,Incarcerated,5
2100,10,U,Young adults,236
2100,11,U,Children,558
2100,12,U,Critical risk workers-2,84
2105,0,1a,High risk workers,14
2105,1,1a,Older adults,14
2105,2,1b,Critical risk workers-1,60
2105,3,1b,Teachers,122
2105,4,1b,First responders,23
2105,5,1c,Ppl w. significant comorbid cond.,264
2105,6,1c,Ppl w. moderate comorbid cond.,588
2105,7,1c,All older adults,415
2105,8,U,Ppl in homeless shelters,1
2105,10,U,Young adults,234
2105,11,U,Children,330
2105,12,U,Critical risk workers-2,58
2110,0,1a,High risk workers,1083
2110,1,1a,Older adults,329
2110,2,1b,Critical risk workers-1,1464
2110,3,1b,Teachers,845
2110,4,1b,First responders,422
2110,5,1c,Ppl w. significant comorbid cond.,2630
2110,6,1c,Ppl w. moderate comorbid cond.,5855
2110,7,1c,All older adults,3877
2110,8,U,Ppl in homeless shelters,277
2110,9,U,Incarcerated,68
2110,10,U,Young adults,5395
2110,11,U,Children,6982
2110,12,U,Critical risk workers-2,1772
2122,0,1a,High risk workers,2503
2122,1,1a,Older adults,787
2122,2,1b,Critical risk workers-1,2130
2122,3,1b,Teachers,1522
2122,4,1b,First responders,679
2122,5,1c,Ppl w. significant comorbid cond.,5593
2122,6,1c,Ppl w. moderate comorbid cond.,12450
2122,7,1c,All older adults,9092
2122,8,U,Ppl in homeless shelters,294
2122,9,U,Incarcerated,115
2122,10,U,Young adults,8296
2122,11,U,Children,13279
2122,12,U,Critical risk workers-2,2731
2130,0,1a,High risk workers,436
2130,1,1a,Older adults,200
2130,2,1b,Critical risk workers-1,956
2130,3,1b,Teachers,346
2130,4,1b,First responders,170
2130,5,1c,Ppl w. significant comorbid cond.,1520
2130,6,1c,Ppl w. moderate comorbid cond.,3383
2130,7,1c,All older adults,1950
2130,8,U,Ppl in homeless shelters,78
2130,9,U,Incarcerated,23
2130,10,U,Young adults,2082
2130,11,U,Children,3080
2130,12,U,Critical risk workers-2,907
2150,0,1a,High risk workers,427
2150,1,1a,Older adults,169
2150,2,1b,Critical risk workers-1,1757
2150,3,1b,Teachers,560
2150,4,1b,First responders,171
2150,5,1c,Ppl w. significant comorbid cond.,1141
2150,6,1c,Ppl w. moderate comorbid cond.,2540
2150,7,1c,All older adults,1248
2150,8,U,Ppl in homeless shelters,81
2150,9,U,Incarcerated,23
2150,10,U,Young adults,2495
2150,11,U,Children,3574
2150,12,U,Critical risk workers-2,534
2158,0,1a,High risk workers,11
2158,1,1a,Older adults,225
2158,2,1b,Critical risk workers-1,214
2158,3,1b,Teachers,194
2158,4,1b,First responders,81
2158,5,1c,Ppl w. significant comorbid cond.,848
2158,6,1c,Ppl w. moderate comorbid cond.,1888
2158,7,1c,All older adults,456
2158,8,U,Ppl in homeless shelters,4
2158,9,U,Incarcerated,14
2158,10,U,Young adults,1656
2158,11,U,Children,3320
2158,12,U,Critical risk workers-2,70
2164,0,1a,High risk workers,6
2164,1,1a,Older adults,7
2164,2,1b,Critical risk workers-1,123
2164,3,1b,Teachers,33
2164,4,1b,First responders,14
2164,5,1c,Ppl w. significant comorbid cond.,146
2164,6,1c,Ppl w. moderate comorbid cond.,326
2164,7,1c,All older adults,107
2164,9,U,Incarcerated,10
2164,10,U,Young adults,256
2164,11,U,Children,373
2164,12,U,Critical risk workers-2,34
2170,0,1a,High risk workers,4252
2170,1,1a,Older adults,1158
2170,2,1b,Critical risk workers-1,2303
2170,3,1b,Teachers,2805
2170,4,1b,First responders,1170
2170,5,1c,Ppl w. significant comorbid cond.,9478
2170,6,1c,Ppl w. moderate comorbid cond.,21097
2170,7,1c,All older adults,11030
2170,8,U,Ppl in homeless shelters,324
2170,9,U,Incarcerated,174
2170,10,U,Young adults,16089
2170,11,U,Children,28102
2170,12,U,Critical risk workers-2,5121
2180,0,1a,High risk workers,78
2180,1,1a,Older adults,265
2180,2,1b,Critical risk workers-1,482
2180,3,1b,Teachers,817
2180,4,1b,First responders,105
2180,5,1c,Ppl w. significant comorbid cond.,1003
2180,6,1c,Ppl w. moderate comorbid cond.,2232
2180,7,1c,All older adults,742
2180,8,U,Ppl in homeless shelters,26
2180,9,U,Incarcerated,17
2180,10,U,Young adults,1860
2180,11,U,Children,3404
2180,12,U,Critical risk workers-2,217
2185,0,1a,High risk workers,224
2185,1,1a,Older adults,231
2185,2,1b,Critical risk workers-1,321
2185,3,1b,Teachers,552
2185,4,1b,First responders,155
2185,5,1c,Ppl w. significant comorbid cond.,981
2185,6,1c,Ppl w. moderate comorbid cond.,2183
2185,7,1c,All older adults,627
2185,8,U,Ppl in homeless shelters,1
2185,9,U,Incarcerated,16
2185,10,U,Young adults,1427
2185,11,U,Children,2540
2185,12,U,Critical risk workers-2,652
2188,0,1a,High risk workers,29
2188,1,1a,Older adults,235
2188,2,1b,Critical risk workers-1,226
2188,3,1b,Teachers,449
2188,4,1b,First responders,101
2188,5,1c,Ppl w. significant comorbid cond.,786
2188,6,1c,Ppl w. moderate comorbid cond.,1750
2188,7,1c,All older adults,596
2188,8,U,Ppl in homeless shelters,14
2188,9,U,Incarcerated,13
2188,10,U,Young adults,1527
2188,11,U,Children,2720
2188,12,U,Critical risk workers-2,220
2195,0,1a,High risk workers,44
2195,1,1a,Older adults,59
2195,2,1b,Critical risk workers-1,161
2195,3,1b,Teachers,82
2195,4,1b,First responders,32
2195,5,1c,Ppl w. significant comorbid cond.,302
2195,6,1c,Ppl w. moderate comorbid cond.,673
2195,7,1c,All older adults,701
2195,8,U,Ppl in homeless shelters,5
2195,9,U,Incarcerated,6
2195,10,U,Young adults,547
2195,11,U,Children,734
2195,12,U,Critical risk workers-2,122
2198,0,1a,High risk workers,44
2198,1,1a,Older adults,58
2198,2,1b,Critical risk workers-1,224
2198,3,1b,Teachers,162
2198,4,1b,First responders,64
2198,5,1c,Ppl w. significant comorbid cond.,718
2198,6,1c,Ppl w. moderate comorbid cond.,1597
2198,7,1c,All older adults,960
2198,8,U,Ppl in homeless shelters,10
2198,10,U,Young adults,867
2198,11,U,Children,1538
2198,12,U,Critical risk workers-2,164
2220,0,1a,High risk workers,255
2220,1,1a,Older adults,135
2220,2,1b,Critical risk workers-1,358
2220,3,1b,Teachers,250
2220,4,1b,First responders,118
2220,5,1c,Ppl w. significant comorbid cond.,695
2220,6,1c,Ppl w. moderate comorbid cond.,1548
2220,7,1c,All older adults,1268
2220,8,U,Ppl in homeless shelters,29
2220,9,U,Incarcerated,21
2220,10,U,Young adults,1324
2220,11,U,Children,1939
2220,12,U,Critical risk workers-2,580
2230,0,1a,High risk workers,6
2230,1,1a,Older adults,4
2230,2,1b,Critical risk workers-1,46
2230,3,1b,Teachers,26
2230,4,1b,First responders,10
2230,5,1c,Ppl w. significant comorbid cond.,100
2230,6,1c,Ppl w. moderate comorbid cond.,223
2230,7,1c,All older adults,120
2230,8,U,Ppl in homeless shelters,1
2230,10,U,Young adults,147
2230,11,U,Children,185
2230,12,U,Critical risk workers-2,33
2240,0,1a,High risk workers,54
2240,1,1a,Older adults,92
2240,2,1b,Critical risk workers-1,269
2240,3,1b,Teachers,253
2240,4,1b,First responders,73
2240,5,1c,Ppl w. significant comorbid cond.,710
2240,6,1c,Ppl w. moderate comorbid cond.,1581
2240,7,1c,All older adults,886
2240,8,U,Ppl in homeless shelters,3
2240,10,U,Young adults,1018
2240,11,U,Children,1866
2240,12,U,Critical risk workers-2,236
2261,1,1a,Older adults,54
2261,4,1b,First responders,91
2261,5,1c,Ppl w. significant comorbid cond.,951
2261,6,1c,Ppl w. moderate comorbid cond.,2117
2261,7,1c,All older adults,1152
2261,8,U,Ppl in homeless shelters,10
2261,10,U,Young adults,1275
2261,11,U,Children,2199
2275,0,1a,High risk workers,18
2275,1,1a,Older adults,117
2275,2,1b,Critical risk workers-1,55
2275,3,1b,Teachers,59
2275,4,1b,First responders,24
2275,5,1c,Ppl w. significant comorbid cond.,278
2275,6,1c,Ppl w. moderate comorbid cond.,618
2275,7,1c,All older adults,548
2275,10,U,Young adults,255
2275,11,U,Children,493
2275,12,U,Critical risk workers-2,64
2282,0,1a,High risk workers,2
2282,1,1a,Older adults,5
2282,2,1b,Critical risk workers-1,7
2282,3,1b,Teachers,16
2282,4,1b,First responders,8
2282,5,1c,Ppl w. significant comorbid cond.,70
2282,6,1c,Ppl w. moderate comorbid cond.,157
2282,7,1c,All older adults,84
2282,10,U,Young adults,111
2282,11,U,Children,187
2282,12,U,Critical risk workers-2,13
2290,0,1a,High risk workers,81
2290,1,1a,Older adults,120
2290,2,1b,Critical risk workers-1,186
2290,3,1b,Teachers,733
2290,4,1b,First responders,7
2290,5,1c,Ppl w. significant comorbid cond.,581
2290,6,1c,Ppl w. moderate comorbid cond.,1293
2290,7,1c,All older adults,739
2290,9,U,Incarcerated,9
2290,10,U,Young adults,847
2290,11,U,Children,1498
2290,12,U,Critical risk workers-2,117
4001,0,1a,High risk workers,2381
4001,1,1a,Older adults,1526
4001,2,1b,Critical risk workers-1,890
4001,3,1b,Teachers,2652
4001,4,1b,First responders,958
4001,5,1c,Ppl w. significant comorbid cond.,7724
4001,6,1c,Ppl w. moderate comorbid cond.,17192
4001,7,1c,All older adults,10420
4001,8,U,Ppl in homeless shelters,116
4001,9,U,Incarcerated,323
4001,10,U,Young adults,12003
4001,11,U,Children,19831
4001,12,U,Critical risk workers-2,2782
4003,0,1a,High risk workers,3559
4003,1,1a,Older adults,1091
4003,2,1b,Critical risk workers-1,3320
4003,3,1b,Teachers,2842
4003,4,1b,First responders,822
4003,5,1c,Ppl w. significant comorbid cond.,13907
4003,6,1c,Ppl w. moderate comorbid cond.,30954
4003,7,1c,All older adults,26550
4003,8,U,Ppl in homeless shelters,330
4003,9,U,Incarcerated,1280
4003,10,U,Young adults,19194
4003,11,U,Children,27796
4003,12,U,Critical risk workers-2,6374
4005,0,1a,High risk workers,5172
4005,1,1a,Older adults,1652
4005,2,1b,Critical risk workers-1,4618
4005,3,1b,Teachers,3513
4005,4,1b,First responders,689
4005,5,1c,Ppl w. significant comorbid cond.,10977
4005,6,1c,Ppl w. moderate comorbid cond.,24434
4005,7,1c,All older adults,16259
4005,8,U,Ppl in homeless shelters,539
4005,9,U,Incarcerated,1202
4005,10,U,Young adults,39093
4005,11,U,Children,29647
4005,12,U,Critical risk workers-2,12373
4007,0,1a,High risk workers,2021
4007,1,1a,Older adults,973
4007,2,1b,Critical risk workers-1,1322
4007,3,1b,Teachers,1187
4007,4,1b,First responders,462
4007,5,1c,Ppl w. significant comorbid cond.,6263
4007,6,1c,Ppl w. moderate comorbid cond.,13940
4007,7,1c,All older adults,14783
4007,8,U,Ppl in homeless shelters,166
4007,9,U,Incarcerated,645
4007,10,U,Young adults,6278
4007,11,U,Children,10849
4007,12,U,Critical risk workers-2,2244
4009,0,1a,High risk workers,1184
4009,1,1a,Older adults,368
4009,2,1b,Critical risk workers-1,921
4009,3,1b,Teachers,1032
4009,4,1b,First responders,168
4009,5,1c,Ppl w. significant comorbid cond.,3993
4009,6,1c,Ppl w. moderate comorbid cond.,8888
4009,7,1c,All older adults,5012
4009,8,U,Ppl in homeless shelters,81
4009,9,U,Incarcerated,707
4009,10,U,Young adults,7022
4009,11,U,Children,10333
4009,12,U,Critical risk workers-2,1795
4011,0,1a,High risk workers,30
4011,1,1a,Older adults,43
4011,2,1b,Critical risk workers-1,179
4011,3,1b,Teachers,225
4011,4,1b,First responders,54
4011,5,1c,Ppl w. significant comorbid cond.,906
4011,6,1c,Ppl w. moderate comorbid cond.,2016
4011,7,1c,All older adults,1155
4011,9,U,Incarcerated,91
4011,10,U,Young adults,1598
4011,11,U,Children,2639
4011,12,U,Critical risk workers-2,234
4012,0,1a,High risk workers,726
4012,1,1a,Older adults,408
4012,2,1b,Critical risk workers-1,1372
4012,3,1b,Teachers,463
4012,4,1b,First responders,188
4012,5,1c,Ppl w. significant comorbid cond.,2943
4012,6,1c,Ppl w. moderate comorbid cond.,6550
4012,7,1c,All older adults,7847
4012,8,U,Ppl in homeless shelters,14
4012,9,U,Incarcerated,259
4012,10,U,Young adults,2286
4012,11,U,Children,3413
4012,12,U,Critical risk workers-2,1057
4013,0,1a,High risk workers,245180
4013,1,1a,Older adults,58910
4013,2,1b,Critical risk workers-1,195439
4013,3,1b,Teachers,114275
4013,4,1b,First responders,29907
4013,5,1c,Ppl w. significant comorbid cond.,394090
4013,6,1c,Ppl w. moderate comorbid cond.,877167
4013,7,1c,All older adults,615277
4013,8,U,Ppl in homeless shelters,14511
4013,9,U,Incarcerated,41428
4013,10,U,Young adults,718197
4013,11,U,Children,1042245
4013,12,U,Critical risk workers-2,433454
4015,0,1a,High risk workers,7263
4015,1,1a,Older adults,3426
4015,2,1b,Critical risk workers-1,7493
4015,3,1b,Teachers,3084
4015,4,1b,First responders,1241
4015,5,1c,Ppl w. significant comorbid cond.,25129
4015,6,1c,Ppl w. moderate comorbid cond.,55931
4015,7,1c,All older adults,59337
4015,8,U,Ppl in homeless shelters,520
4015,9,U,Incarcerated,2216
4015,10,U,Young adults,24042
4015,11,U,Children,36884
4015,12,U,Critical risk workers-2,11285
4017,0,1a,High risk workers,3311
4017,1,1a,Older adults,1949
4017,2,1b,Critical risk workers-1,2954
4017,3,1b,Teachers,3621
4017,4,1b,First responders,694
4017,5,1c,Ppl w. significant comorbid cond.,11775
4017,6,1c,Ppl w. moderate comorbid cond.,26208
4017,7,1c,All older adults,18351
4017,8,U,Ppl in homeless shelters,264
4017,9,U,Incarcerated,1040
4017,10,U,Young adults,16559
4017,11,U,Children,29680
4017,12,U,Critical risk workers-2,5383
4019,0,1a,High risk workers,52466
4019,1,1a,Older adults,14379
4019,2,1b,Critical risk workers-1,30297
4019,3,1b,Teachers,24979
